sample_id,repo,commit_hash,file_path,entity_type,entity_name,entity_signature,javadoc_change_type,method_change_type,issue_id,issue_summary
sample_0155,apache/commons-compress,cb37781779d46be803d75fec52aefad5b61be8ec,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,writeCentralFileHeader,protected void writeCentralFileHeader(ZipArchiveEntry ze) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-36,Implement Zip64Mode.Never. and git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1155274 13f79535-47bb-0310-9956-ffa450edef68
sample_0156,apache/commons-compress,45b3f7cc0dcebde4bc2e733e02fd73cb008ad5ef,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,method,positionAtCentralDirectory,private void positionAtCentralDirectory() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-149,"Use the ZIP64 structures to locate the central directory in ZipFile if the archive is a ZIP64 archive, fallback to 'the old way' if it is not a ZIP64 archive."
sample_0157,apache/commons-compress,aa9d0bc38203cdf072f964dfdf5c72f3960d7093,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,class,TarArchiveEntry,"public class TarArchiveEntry implements TarConstants, ArchiveEntry",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-145,"detect sparse entries in tar and allow users to skip them. Submitted by Patrick Dreyer. (forgot to save two buffers, oops)"
sample_0158,apache/commons-compress,eedeff97d84db068a0fc56c91c4f39a5db2130bb,src/main/java/org/apache/commons/compress/archivers/tar/TarConstants.java,class,TarConstants,public interface TarConstants,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-145,detect sparse entries in tar and allow users to skip them. Submitted by Patrick Dreyer.
sample_0159,apache/commons-compress,b11dca2f006da939879c9729a8af09f8519df007,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveOutputStream.java,method,CpioArchiveOutputStream,"public CpioArchiveOutputStream(final OutputStream out, final short format)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-85,"make block size configurable, auto-generate unique values for inode and dev, provide a reasonable default for mode."
sample_0160,apache/commons-compress,91695e47a11e0ca7eb09555ea5c06f711d117036,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java,class,ZipArchiveEntry,"public class ZipArchiveEntry extends java.util.zip.ZipEntry implements ArchiveEntry, Cloneable",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-73,Allow extra fields to violate the recommended structure.
sample_0161,apache/commons-compress,bebc6eddeddb8bd40c1299fa6e468b56edd997fc,src/main/java/org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java,method,parse,public static ZipExtraField[] parse(byte[] data) throws ZipException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-73,allow different strategies when parsing extra fields.
sample_0162,apache/commons-compress,6273f3a6b804aa845747c8859d659373b14199e1,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,method,close,public void close() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-64,finish() does not close archive entries by default any longer
sample_0163,apache/commons-compress,6dfdfb5ddb465252644c6f80e6b13abfd211ef29,src/main/java/org/apache/commons/compress/archivers/ArchiveOutputStream.java,class,ArchiveOutputStream,public abstract class ArchiveOutputStream extends OutputStream,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-64,added finish() as abstract method and implemented it empty for Ar-Archiver. Added Javadocs
sample_0164,apache/commons-compress,63aa078caa660f235efb28e17b618411057ad8e1,src/main/java/org/apache/commons/compress/changes/ChangeSet.java,class,ChangeSet,public final class ChangeSet,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,perform works on a copy of the actual changeset. This enables multiple uses of the same changset on different streams
sample_0165,apache/commons-compress,11349c5f52e0355a11ced6234ae424da73c9503b,src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java,method,getCheckSumOctalBytes,"public static int getCheckSumOctalBytes(long value, byte[] buf, int offset, int length)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Extract generic octal formatting method to simplify code and eliminate array copies Change leading padding to zeroes as that is more compatible (and required for Posix)
sample_0166,apache/commons-compress,26d12c5255694810aa8a21381ffc5381229f5df3,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,setSize,public void setSize(long size),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Reject illegal sizes
sample_0167,apache/commons-compress,fec51a1551f6657e29aaa0438abc1e68285577a4,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,TarArchiveEntry,public TarArchiveEntry(File file),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add generic methods for creating Archive Entries. This helps with testing, and will make it easier to implement put(File) later"
sample_0168,apache/commons-compress,f17ce4b5f31c548aea0ed92fe8d44721d68acc01,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveEntry.java,method,CpioArchiveEntry,public CpioArchiveEntry(final short format),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Make entry ""constants"" final"
sample_0169,apache/commons-compress,ad3908ee8ec691b619b84a4abaf9bb2c7c2e8233,src/main/java/org/apache/commons/compress/utils/IOUtils.java,method,copy,"public static void copy(final InputStream input, final OutputStream output) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add Javadoc for second method; combine common code.
sample_0170,apache/commons-compress,dfbdfee5deba0c2ad7af93018abda50d13721fe8,src/main/java/org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java,method,parse,public static ZipExtraField[] parse(byte[] data) throws ZipException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-292,parse central directory part of extra fields.
sample_0171,apache/commons-compress,853176f58997feb2fa6af5bd4ff442ab08d17ef8,src/main/java/org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java,method,AbstractUnicodeExtraField,"protected AbstractUnicodeExtraField(String text, byte[] bytes)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-176,"Improved encoding support for ZIPs, now with Cp437 for JDK 1.4. Submitted by Wolfgang Glas."
sample_0172,apache/commons-compress,1cef96536a04d2ea96aa251f9a7330bc64ce1a58,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,method,populateFromCentralDirectory,private Map populateFromCentralDirectory() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-176,optionally use UnicodeExtraFields to set names and comments of entries when reading.
sample_0173,apache/commons-compress,2d44864a5f7d30eaee42cf30b4808566febebf6e,src/main/java/org/apache/commons/compress/archivers/zip/ZipEncodingHelper.java,method,encodeName,"static final byte[] encodeName(String name, String encoding)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,add an option to implicitly create Unicode Extra Fields in ZiparchiveOutputStream
sample_0174,apache/commons-compress,ca01ec476d1b2bd659ec7400fd55635d62b64b52,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,getBytes,protected byte[] getBytes(String name) throws ZipException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"NIO doesn't recognize all encoding names that String.getBytes does, strange. At least it fails for 'UnicodeBig' on my Java 1.4 installation"
sample_0175,apache/commons-compress,4ba374a86f76f4be48acb2491abc55952b0c1285,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,getBytes,protected byte[] getBytes(String name),JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-176,use and detect the EFS flag. Based on submissions made by Wolfgang Glas to commons-compress and TAMURA Kent to Ant.
sample_0176,apache/commons-compress,0448caf45f46f8561c2cb05f524ffc437a7341df,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,method,ZipFile,public ZipFile(String name) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,UTF-8,make ZipArchiveOutputStream and ZipFile use by default
sample_0177,apache/commons-compress,ab9ebfc83e6e741b1a4296c4c651ac2798f467f7,src/main/java/org/apache/commons/compress/archivers/zip/ZipEntry.java,method,ZipEntry,public ZipEntry(java.util.zip.ZipEntry entry) throws ZipException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-248,applied patch by Christian Grobmeier
sample_0178,apache/commons-compress,ab9ebfc83e6e741b1a4296c4c651ac2798f467f7,src/main/java/org/apache/commons/compress/archivers/zip/ZipEntry.java,method,clone,public Object clone(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-248,applied patch by Christian Grobmeier
sample_0179,apache/commons-compress,ab9ebfc83e6e741b1a4296c4c651ac2798f467f7,src/main/java/org/apache/commons/compress/archivers/zip/ZipEntry.java,method,getExtraFields,public ZipExtraField[] getExtraFields(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-248,applied patch by Christian Grobmeier
sample_0180,apache/commons-compress,46ad24db76c6f65480736006c2da8b8e5bf8ee25,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,getModTime,public Date getModTime(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-273,applied patch from Christian Grobmeier
sample_0181,apache/commons-compress,46ad24db76c6f65480736006c2da8b8e5bf8ee25,src/main/java/org/apache/commons/compress/archivers/tar/TarInputStream.java,method,available,public int available() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-273,applied patch from Christian Grobmeier
